	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)	Id	Id	Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Revisado_1	Pré-classificação conceitual	Comentário
	medium									Quais execuções de processo passaram pela atividade 'active' e não finalizaram até o mês de março de 2016?								
	medium									Quais casos passaram pela atividade 'active' e não finalizaram até 31 de março de 2016?								
	medium									Quais instâncias de processo passaram pela atividade 'active' e não finalizaram até 31 de março de 2016?								
	medium									Quais execuções de processo passaram pela atividade 'active' e não finalizaram até 31 de março de 2016?								
	medium									Quais casos passaram pela atividade 'active' e não finalizaram até 31/03/2016?								
	medium									Quais instâncias de processo passaram pela atividade 'active' e não finalizaram até 31/03/2016?								
	medium									Quais execuções de processo passaram pela atividade 'active' e não finalizaram até 31/03/2016?								
											(fazer inglês)	 	 					
																		
183	extra	SELECT log1.resource FROM log1 GROUP BY log1.resource HAVING Count(*) > 'terminal'	SELECT idcase FROM log6 WHERE idcase IN (SELECT DISTINCT idcase FROM log6 WHERE activity != 'Closed') GROUP BY idcase HAVING count(DISTINCT resource) > 1	2828	2828			original - usa contexto da atividade e isso não funciona		Quais são os problemas em aberto que tiveram atuação de mais de um recurso?	What are the open issues that had actions of more than one resource?	select idcase from ( select case when activity = 'Closed' then true else false end problem_closed ,idcase ,resource from public.log6_excerpt29 ) l6e29 group by idcase, problem_closed having problem_closed != true and count(distinct resource) > 1	Quais são os casos passaram pela atividade 'fim de viagem' mas não passaram pela atividade 'requisição de pagamento' ou 'pagamento efetuado' e nos quais mais de um recurso atuou.	What are the cases that went through the 'end trip' activity but did not go through the 'request payment' or 'payment handled' activity and in which more than one resource acted.	SELECT DISTINCT idcase FROM events_log where activity='End trip' INTERSECT SELECT DISTINCT idcase FROM events_log GROUP BY idcase HAVING count(DISTINCT resource) > 1 EXCEPT SELECT DISTINCT idcase FROM events_log where activity='Request Payment' OR activity='Payment handled'	S	casos	
	extra							Corrigida		Quais são os casos que passaram pela atividade 'open' mas não passaram pela atividade 'closed' ou 'resolved' e nos quais mais de um recurso atuou.	 	 	 					
	extra							A consulta SQL é super complexa - acho que não será possível obtê-la		Quais casos registraram uma atividade de início ('open') mas não registraram uma atividade de finalização ('closed', 'resolved') e tiveram mais de um recurso atuando?	 	 	 					
	extra									Para quais casos há o registro de uma atividade de início ('open'), não há registro de atividade de finalizçaão ('closed', 'resolved') e mais de um recurso associado?								
	extra									Quais casos envolveram mais de um recurso, registraram a atividade 'open' mas não registraram nem 'closed' e nem 'resolved'?								
	extra									Quais instâncias de processos envolveram mais de um recurso, registraram a atividade 'open' mas não registraram nem 'closed' e nem 'resolved'?								
	extra									Em quais casos houve o registro de envolvimento de mais de um recurso, registro de atividade 'open' mas nenhum registro de atividade 'closed' ou 'resolved'?								
	extra									Em quais instâncias de processohouve o registro de envolvimento de mais de um recurso, registro de atividade 'open' mas nenhum registro de atividade 'closed' ou 'resolved'?								
											(fazer inglês)							
																		
184	medium	SELECT Count(DISTINCT log1.resource), log1.costevent FROM log1 GROUP BY log1.resource	SELECT idcase, COUNT(DISTINCT resource), AVG(costevent) FROM log7 GROUP BY idcase	2829	2829			Original		Para cada instância do processo, qual é o número de recursos únicos e seu custo?	For each process instance, what is the number of unique resources and its cost?	SELECT idcase, COUNT(DISTINCT resource) AS unique_resources, AVG(costevent) AS cost FROM log7_excerpt33 GROUP BY idcase ;	Para cada instância do processo, qual é o número de recursos únicos e seu custo?		SELECT COUNT(DISTINCT resource), SUM(cost), idcase FROM events_log GROUP BY idcase	S	casos, recurso	
	medium							A consulta usa Media, mas a requisição pede SOMA.		Quantos recursos diferentes trabalharam em cada instância de processo e qual é o custo desta instância?	 	 	 					
	medium									Quantos recursos diferentes trabalharam em cada caso e qual é o custo deste caso?	 	 	 					
	medium									Para cada caso, informe a quantidade de recursos envolvidos e o custo total do caso.								
	medium									Para cada instância de processos, informe quantos recursos estiveram envolvidos e qual foi o custo final da execução.								
	medium									Para cada caso, infome o custo total e quantos recursos estiveram envolvidos em sua execução.								
	medium									Qual foi o custo de cada caso e quantos recursos trabalharam em cada um deles?								
	medium									Quanto custou a execução de cada caso e qual foi a quantidade de recursos envolvidos em cada um deles?								
	medium									Quanto custou a execução de cada instância de processo e quantos recursos estiveram envolvidos nela?								
											(fazer inglês)							
																		
185	hard	SELECT log1.idcase FROM log1 WHERE log1.idcase = 'terminal' GROUP BY log1.idcase HAVING Count(*) > 'terminal'	SELECT idcase, activity, count(activity) FROM log2 GROUP BY idcase, activity HAVING count(activity) > 1 AND activity LIKE 'Remetido%'	2830	2830			Original (usando semântica)		Quais ações judiciais possuem mais que um movimento processual começando com "Remetido"?	Which lawsuits have more than one procedural movement starting with "Remitted"?	select idcase lawsuits, activity procedural_movement , count(activity) qty from public.log2_excerpt10 group by idcase, activity having count(activity) > 1 and activity like 'Remetido%';	Quais casos possuem mais de uma atividade cujo nome inicia com "permissão"?	Which cases have more than one activity whose name starts with "permit"?	select idcase from events_log where activity like 'Permit%' GROUP BY idcase HAVING count(*) > 1	S	casos	
	hard							Tirando o uso da semântica		Quais casos possuem mais de uma atividade cujo nome inicia com "Remetido"?	Which cases have more than one activity whose name starts with "Remitted"?	(a consulta traz mais coisas do que precisa, é necessário para funcionar?)	 					
	hard									Recupere os casos nos quais há mais de uma ocorrência de atividades iniciando com o termo "Remetido".	Retrieve cases where there is more than one occurrence of activities starting with the term "Remitted".		 					
	hard									Quais casos possuem uma ou mais atividades cujo nome inicia com "Remetido"?								
	hard									Quais casos passaram por atividades cujo nome inicia com "Remetido" mais de uma vez?								
	hard									Quais casos executaram atividades cujo nome inicia com "Remetido" mais de uma vez?								
	hard									Liste os casos nos quais há mais de um registro de evento associado a atividade cujo nome inicia com "Remetido".								
	hard									Em quais casos atividades cujo nome inicia com "Remetido" foram executadas mais de uma vez?								
	hard									Para quais casos há mais de um registro da execução de atividades cujo nome inicia com "Remetido"?								
											(fazer inglês)	(fazer inglês)						
																		
186	medium	SELECT log1.idcase FROM log1 ORDER BY log1.enddatetime Asc	SELECT idevent FROM log1 WHERE activity = 'Resolved' ORDER BY enddatetime	2891	2891			Original		Quais são os Ids dos eventos finalizados, em ordem de termino?	What are the resolved event IDs, in end-time order?	select idevent from public.log1_excerpt3 WHERE activity='Resolved' ORDER BY enddatetime;	Quais são os Ids dos eventos finalizados, em ordem de termino?		SELECT id FROM (select id, MAX(timestamp) as timestamp  FROM events_log GROUP by idcase) ORDER by timestamp 	S	eventos	Precisa validar se o Spider consegue classificar essa consulta. Nessa consulta o termo finalizar, considerei o último evento executado para o caso. 
	medium									Quais são os identificadores dos eventos associados à atividade 'resolved'. Liste por ordem de término.	 	 	 					
	medium									Liste os identificadores dos eventos associados à atividade 'resolved'. Liste por ordem de término.								
	medium									Recupere os identificadores dos eventos associados à atividade 'resolved'. Liste por ordem de término.								
	medium									Informe os identificadores dos eventos associados à atividade 'resolved'. Liste por ordem de término.								
	medium									Liste, por ordem de término, os identificadores de todos os eventos associados à atividade 'resolved'.								
	medium									Quais são os identificadores dos eventos associados à atividade 'resolved'. Forneça a resposta em ordem de término.								
	medium									Quais são os identificadores dos eventos associados à atividade 'resolved'. Organize a resposta ordenada pelo tempo de término.								
											(fazer inglês)	(fazer inglês)	 					
																		
187	easy	SELECT log1.activity FROM log1 GROUP BY log1.activity HAVING Count(*) >= 'terminal'	SELECT activity FROM log1 GROUP BY activity HAVING COUNT(idevent) > 6	2892	2892			Original (no log todo?)		*Quais atividades possuem ao menos 7 eventos?	Which activities have at least 7 events?	select activity from public.log1_excerpt3 group by activity having COUNT(idevent) > 6;	Quais atividades ocorreram pelo menos cem vezes?	What activities occurred at least one hundred times?	SELECT activity FROM events_log GROUP BY activity HAVING COUNT (*) >= 100	S	atividade	
