1	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)			Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	 	
	extra									Considerando os eventos relacionados a cada caso, quais deles ocorreram depois de um evento de execução da atividade 'closed'? Inclua na sua resposta a informação sobre quem foi o responsável pela atividade executada no evento.	Considering the events related to each case, which events occurred after an event related to the exeuction of the activity 'closed'? Add to your answer the information on the person responsible for the activity executed in the event.			
										Considerando os eventos relacionados a cada caso, quais deles ocorreram depois de um evento de execução da atividade 'closed'? Inclua na sua resposta a informação sobre quem a pessoa responsável pela atividade executada no evento.				
	extra							(Paráfrases de Thais)  		(fazer mais - olhar inglês) 	 	 	 	
													 	
	hard	SELECT Count(*) FROM log1 WHERE log1.costevent != 'terminal'	SELECT COUNT(idevent), resource FROM log4 WHERE activity NOT LIKE 'Closed' GROUP BY resource	3018	3018			Original - usou o valor do atributo e usou errado		Encontrar o número de eventos de cada recurso que não esteja fechado.	Find the number of events per resouce that are not closed.	SELECT COUNT(idevent), resource FROM log4_excerpt16 WHERE activity not LIKE 'Closed' GROUP BY resource	 	
	hard									"Encontrar o número de eventos executados por cada recurso que não digam respeito à atividade ""closed""."	"Find the number of events executed by each resource that is not related to the activity ""closed""."	 	 	
	hard									"Encontre o número de eventos executados por cada recurso que não digam respeito à atividade ""closed""."				
	hard									"Encontre o número de eventos executados por cada recurso que não estejam relacionados à atividade ""closed""."				
	hard									"Encontrar o número de eventos executados por cada recurso que não correspondam à atividade ""closed""."	"Find the number of events executed by each resource that is not correspondent to the activity ""closed""."			
	hard									"Encontre o número de eventos executados por cada recurso que não correspondam à atividade ""closed""."				
	hard									"Encontrar o número de eventos executados por cada recurso que não correspondam à execução da atividade ""closed""."	"Find the number of events executed by each resource that is not correspondent to the execution of the activity ""closed""."			
	hard									"Encontre o número de eventos executados por cada recurso que não correspondam à execução da atividade ""closed""."				
	hard									"Calcular o número de eventos executados por cada recurso que não digam respeito à atividade ""closed""."	"Calculate the number of events executed by each resource that is not related to the activity ""closed""."			
	hard									"Calcule o número de eventos executados por cada recurso que não digam respeito à atividade ""closed""."				
	hard									"Calcule o número de eventos executados por cada recurso que não estejam relacionados à atividade ""closed""."				
	hard									"Calcular o número de eventos executados por cada recurso que não correspondam à atividade ""closed""."	"Calculate the number of events executed by each resource that is not correspondent to the activity ""closed""."			
	hard									"Calcule o número de eventos executados por cada recurso que não correspondam à atividade ""closed""."				
	hard									"Calcular o número de eventos executados por cada recurso que não correspondam à execução da atividade ""closed""."	"Calculate the number of events executed by each resource that is not correspondent to the execution of the activity ""closed""."			
	hard									"Calcule o número de eventos executados por cada recurso que não correspondam à execução da atividade ""closed""."				
	hard									"Encontrar o quantidade de eventos executados por cada recurso que não digam respeito à atividade ""closed""."	"Find the quantity of events executed by each resource that is not related to the activity ""closed""."			
	hard									"Encontre o quantidade de eventos executados por cada recurso que não digam respeito à atividade ""closed""."				
	hard									"Encontre o quantidade de eventos executados por cada recurso que não estejam relacionados à atividade ""closed""."				
	hard									"Encontrar o quantidade de eventos executados por cada recurso que não correspondam à atividade ""closed""."	"Find the quantity of events executed by each resource that is not correspondent to the activity ""closed""."			
	hard									"Encontre o quantidade de eventos executados por cada recurso que não correspondam à atividade ""closed""."				
	hard									"Encontrar o quantidade de eventos executados por cada recurso que não correspondam à execução da atividade ""closed""."	"Find the quantity of events executed by each resource that is not correspondent to the execution of the activity ""closed""."			
	hard									"Encontre o quantidade de eventos executados por cada recurso que não correspondam à execução da atividade ""closed""."				
	hard									"Calcular o quantidade de eventos executados por cada recurso que não digam respeito à atividade ""closed""."	"Calculate the quantity of events executed by each resource that is not related to the activity ""closed""."			
	hard									"Calcule o quantidade de eventos executados por cada recurso que não digam respeito à atividade ""closed""."				
	hard									"Calcule o quantidade de eventos executados por cada recurso que não estejam relacionados à atividade ""closed""."				
	hard									"Calcular o quantidade de eventos executados por cada recurso que não correspondam à atividade ""closed""."	"Calculate the number of events executed by each resource that is not correspondent to the activity ""closed""."			
	hard									"Calcule o quantidade de eventos executados por cada recurso que não correspondam à atividade ""closed""."				
	hard									"Calcular o quantidade de eventos executados por cada recurso que não correspondam à execução da atividade ""closed""."	"Calculate the number of events executed by each resource that is not correspondent to the execution of the activity ""closed""."			
	hard									"Calcule o quantidade de eventos executados por cada recurso que não correspondam à execução da atividade ""closed""."				
	hard							(Paráfrases de Thais)  		(fazer mais - olhar inglês) 	 	 	 	
													 	
	medium	SELECT Count(DISTINCT log1.idcase), log1.idcase FROM log1 GROUP BY log1.idcase	SELECT idcase, count(DISTINCT idcase) FROM log1 GROUP BY idcase	2707	2707			O que é o IDGROUP é o RECURSO?		Contar a quantidade de casos distintos por idgroup	Count the number of distinct cases per idgroup	SELECT idgroup , count(DISTINCT idcase) FROM tabela GROUP BY 1	 	
	medium												 	
	medium												 	
													 	
	extra	SELECT log6.resource FROM log6 GROUP BY log6.resource ORDER BY Count(*) Desc	SELECT idcase, count(DISTINCT resource) FROM log1 GROUP BY idcase ORDER BY count(DISTINCT resource) DESC	2711	2711			Verificar o que e o IDGROUP		Ordernar os grupos por quantidade de recursos distintos de forma decrescente	order the groups by number of different resources in descending order	select idgroup , count(DISTINCT resource) as resources from tabela ORDER BY 2 DESC	 	
	extra												 	
	extra												 	
													 	
	hard	SELECT log1.costevent FROM log1	SELECT idcase FROM log8 WHERE activity = 'Start Trip' INTERSECT SELECT idcase FROM log8 WHERE activity = 'End Trip'	2729	2729			Original (ver a semântica para ver se o SQL faz sentido)		Quais declarações tem eventos depois da viagem ter acabado	What declaration already have events after the trip has ended	SELECT idcase FROM trip_events WHERE activity = 'Start Trip' INTERSECT SELECT idcase FROM trip_events WHERE activity = 'End Trip'	 	
	hard												 	
	hard												 	
													 	
	medium	SELECT Count(*) FROM log1 WHERE log1.costevent = 'terminal'	SELECT idcase, COUNT(idcase) FROM log4 WHERE activity = 'In Progress' GROUP BY idcase	2731	2731			*Original (eu acho que já vi essa consulta antes)		"Contar quantos incidentes estão ""Em Progresso"""	Count how many incidents are In Progress	SELECT idcase, COUNT(idcase) FROM incidents WHERE activity = 'In Progress'	 	
	medium												 	
	medium												 	
													 	
	hard	SELECT log1.resource FROM log1 WHERE log1.costevent = 'terminal' EXCEPT SELECT log1.resource FROM log1	SELECT resource FROM log4 WHERE activity = 'Awaiting Assignement' EXCEPT SELECT resource FROM log4 WHERE activity = 'In Progress'	2732	2732			Original (uso da semântica do nome da atividade)		Encontrar os recursos que estão esperando atribuição, com exceção daqueles que já tem incidente em progresso	Find the resources that are Awaiting Assignement, except the ones that already have an incident in progress	SELECT resource FROM incident_events WHERE activity = 'Awaiting Assignement' EXCEPT SELECT resource FROM incident_events WHERE activity = 'In Progress'	 	
	hard							usou a semântica e não sei se fez sentido - pensar					 	
	hard												 	
													 	
	medium	SELECT log1.resource FROM log1	SELECT idcase, COUNT(*) FROM log3 GROUP BY idcase HAVING COUNT(*) > 1	2760	2760			Original - não faz sentido - não existe evento com ID duplicado		Existe registro duplicado na base?	Is there a duplicate record in the database?	"SELECT idcase COUNT(*) FROM idcase GROUP BY idcase HAVING COUNT(*) > 1;"	 	
	medium							Fiz uma nova - pode excluir essa.			 	 	 	
	medium										 	 	 	
														
	medium	SELECT Count(*), log1.idcase FROM log1 WHERE log1.enddatetime BETWEEN 'terminal' AND 'terminal'	SELECT activity, COUNT(idcase) FROM log3 WHERE enddatetime BETWEEN '2011-12-01' AND '2011-12-05' GROUP BY activity	2763	2763			Original - incorreta (acho que nem sei arrumar)		Qual a quantidade de casos por atividade finalizados entre ‘2011-12-01’ e ‘2011-12-05’?	How many cases per activity were completed between '2011-12-01' and '2011-12-05'?	"SELECT activity, COUNT(idcase) FROM public.log3_excerpt13 GROUP BY activity WHERE enddatetime BETWEEN ‘2011-12-01’ AND ‘2011-12-05’;"	 	
	medium										 	 	 	
	medium										 	 	 	
													 	
	medium	SELECT log1.idcase FROM log1 ORDER BY log1.enddatetime Asc	SELECT * FROM log1 WHERE activity = 'Active' ORDER BY enddatetime ASC	2770	2770			Original - essa consulta tem uma intenção boa, mas está errada		Quais casos ainda estão ativos, ordenados por enddatetime?	Which cases are still active, ordered by the enddatetime?	"SELECT * FROM log_table WHERE activity = ""Active"" ORDER BY enddatetime ASC;"	 	
	medium							caso ativo é caso que não terminou		ESSE PODE SER UM ÓTIMO EXEMPLO DE CONSULTA TOTALMENTE EQUIVOCADA - É O EQUÍVOCO QUE MOTIVA A CURADORIA	 	 	 	
	medium							nesse log, ativo é uma atividade.			 	 	 	
													 	
	medium	SELECT Count(*), log2.activity FROM log2 GROUP BY log2.activity	SELECT COUNT(idevent), activity FROM log3 GROUP BY activity	2772	2772			Original - não corresponde ao SQL e está imprecisa		Quantos casos um recurso tem, agrupados por atividade?	How many cases a resource has, grouped by activity?	SELECT COUNT(idevent), activity FROM Log_table GROUP BY activity	 	
